Accession,(SSI VS NSI)p-value,(SSI VS NSI)Log2Fc,(SSI VS SS)p-value,(SSI VS SS)Log2Fc,(NSI VS NS)p-value,(NSI VS NS)Log2Fc,(SS VS NS)p-value,(SS VS NS)Log2Fc,SSI VS NSI-DE,SSI VS NSI-Up,SSI VS NSI-Down,SSI VS SS-DE,SSI VS SS-Up,SSI VS SS-Down,NSI VS NS-DE,NSI VS NS-Up,NSI VS NS-Down,SS VS NS-DE,SS VS NS-Up,SS VS NS-Down
CCA1_ORYSJ,NP,NP,0.194341393,0.088238865,NP,NP,0.225532577,0.691742384,0,0,0,0,0,0,0,0,0,0,0,0
CDPKL_ORYSJ,NP,NP,0.010637988,0.255974874,NP,NP,0.115225693,0.223243474,0,0,0,1,1,0,0,0,0,0,0,0
CDPKP_ORYSJ,NP,NP,0.303319015,-0.068186447,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
CESA2_ORYSJ,NP,NP,0.474461469,-0.040617079,NP,NP,0.16294013,-0.142062572,0,0,0,0,0,0,0,0,0,0,0,0
CESA5_ORYSJ,NP,NP,0.006404907,-2.189498386,0.116854273,-0.068092107,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
CESA8_ORYSJ,NP,NP,0.005638959,-1.682253283,NP,NP,0.433090095,0.119339358,0,0,0,1,0,1,0,0,0,0,0,0
CIPKC_ORYSJ,NP,NP,0.000498946,-1.72621517,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
CLH2_ORYSJ,NP,NP,0.000103584,0.77120056,0.070662504,-0.753488175,0.334772299,-0.393776421,0,0,0,1,1,0,0,0,0,0,0,0
CMT2_ORYSJ,NP,NP,0.258287556,-0.097630915,NP,NP,0.251560995,0.176643951,0,0,0,0,0,0,0,0,0,0,0,0
CRSH3_ORYSJ,NP,NP,0.02829464,-0.90445399,NP,NP,0.365059273,0.08686414,0,0,0,1,0,1,0,0,0,0,0,0
CSLC7_ORYSJ,NP,NP,0.431968246,0.028247242,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
CSLE2_ORYSJ,NP,NP,0.001474797,1.001162562,NP,NP,0.001533355,-1.096996163,0,0,0,1,1,0,0,0,0,1,0,1
CSLF9_ORYSJ,NP,NP,0.459185785,-0.020465009,0.012105426,-0.931285736,0.072955525,-0.275303176,0,0,0,0,0,0,1,0,1,0,0,0
D53L_ORYSJ,NP,NP,0.133749419,-0.115466585,0.372790504,0.019313469,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
EIL1A_ORYSJ,NP,NP,0.099395922,-0.184516122,NP,NP,0.249578541,0.080367114,0,0,0,0,0,0,0,0,0,0,0,0
EL5_ORYSJ,NP,NP,0.067030415,0.253868449,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
ERS2_ORYSJ,NP,NP,0.013975899,-0.382085346,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
EXP21_ORYSJ,NP,NP,0.026205712,-0.213637763,NP,NP,0.295780186,0.230804704,0,0,0,1,0,1,0,0,0,0,0,0
FAN1_ORYSJ,NP,NP,0.304870034,0.055537129,0.012955133,0.045694646,0.004095018,-0.581992017,0,0,0,0,0,0,1,1,0,1,0,1
FH18_ORYSJ,NP,NP,0.032162045,0.290870546,NP,NP,0.188448087,0.96241639,0,0,0,1,1,0,0,0,0,0,0,0
FLS2_ORYSJ,NP,NP,0.49169236,0.007029992,0.390964122,-0.08562148,0.028725383,0.577644779,0,0,0,0,0,0,0,0,0,1,1,0
FTSH7_ORYSJ,NP,NP,0.318878607,-0.043381921,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
GLT2_ORYSJ,NP,NP,0.397942259,-0.070850174,0.004559934,-1.863302448,0.092440777,-0.856131256,0,0,0,0,0,0,1,0,1,0,0,0
GPDA_ORYSJ,NP,NP,0.000300015,1.175728689,NP,NP,0.018644746,0.309896902,0,0,0,1,1,0,0,0,0,1,1,0
GUN8_ORYSJ,NP,NP,0.008109362,0.489038632,NP,NP,0.225262914,0.097601474,0,0,0,1,1,0,0,0,0,0,0,0
HAK1_ORYSJ,NP,NP,0.002308203,-1.736894692,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
HAK11_ORYSJ,NP,NP,0.014114381,0.410182027,NP,NP,0.070095135,-0.168494132,0,0,0,1,1,0,0,0,0,0,0,0
HAK21_ORYSJ,NP,NP,0.281641213,-0.944041059,NP,NP,0.456830256,0.135807843,0,0,0,0,0,0,0,0,0,0,0,0
HAK3_ORYSJ,NP,NP,0.050700928,0.430343778,NP,NP,0.202579686,-0.115557722,0,0,0,0,0,0,0,0,0,0,0,0
HEM3_ORYSJ,NP,NP,0.05154065,0.677230317,0.000573524,0.806768727,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
HMA9_ORYSJ,NP,NP,0.274958268,0.166134275,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
HSFA5_ORYSJ,NP,NP,0.02567272,0.242530298,NP,NP,0.051462361,-0.284606302,0,0,0,1,1,0,0,0,0,0,0,0
KINUB_ORYSJ,NP,NP,0.36634984,-0.112002153,NP,NP,0.073290311,-0.841377202,0,0,0,0,0,0,0,0,0,0,0,0
KN12G_ORYSJ,NP,NP,0.492798292,-0.003707636,NP,NP,0.083332803,-1.050638823,0,0,0,0,0,0,0,0,0,0,0,0
KN14D_ORYSJ,NP,NP,0.015981399,-1.641827135,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
KN7C_ORYSJ,NP,NP,0.000467519,1.419611059,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
KS1_ORYSJ,NP,NP,0.226053553,-0.193763669,NP,NP,0.083503974,-0.427876621,0,0,0,0,0,0,0,0,0,0,0,0
KU70_ORYSJ,NP,NP,0.000933818,-0.888693577,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
LDL1_ORYSJ,NP,NP,0.409906922,-0.046181473,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
LFL1_ORYSJ,NP,NP,0.16186712,0.163687296,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
LOX5_ORYSJ,NP,NP,0.000319883,-0.811374342,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
LPR5_ORYSJ,NP,NP,0.027369947,-0.36141841,NP,NP,0.411177638,0.113396723,0,0,0,1,0,1,0,0,0,0,0,0
MAD20_ORYSJ,NP,NP,0.08492862,-0.169439708,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
MPK4_ORYSJ,NP,NP,0.001224771,2.003211681,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
MTP1_ORYSJ,NP,NP,0.003933904,-0.382931351,NP,NP,0.054062098,0.117062346,0,0,0,1,0,1,0,0,0,0,0,0
MUS81_ORYSJ,NP,NP,0.118734918,-0.403890554,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
MYBS3_ORYSJ,NP,NP,0.097890893,-4.922883992,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
NCPR1_ORYSJ,NP,NP,0.075219161,0.30471693,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
NRAM4_ORYSJ,NP,NP,0.084033053,-0.276195287,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
O82522_ORYSJ,NP,NP,0.313379774,0.341355819,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
P2C75_ORYSJ,NP,NP,0.386856896,0.040065365,NP,NP,0.087252605,-0.09869615,0,0,0,0,0,0,0,0,0,0,0,0
PHYC_ORYSJ,NP,NP,0.427600902,-0.019644349,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
PIK5_ORYSJ,NP,NP,0.30297035,-0.056204587,0.331331704,0.039778091,0.201180897,0.087273531,0,0,0,0,0,0,0,0,0,0,0,0
PPT1_ORYSJ,NP,NP,0.249221682,0.178962769,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
PSA_ORYSJ,NP,NP,0.275107596,0.122048303,NP,NP,0.276238963,-0.150158624,0,0,0,0,0,0,0,0,0,0,0,0
Q0D3H5_ORYSJ,NP,NP,0.435159908,0.074202516,NP,NP,0.437721712,-0.039248064,0,0,0,0,0,0,0,0,0,0,0,0
Q0D457_ORYSJ,NP,NP,0.003813283,0.519711908,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q0D4N6_ORYSJ,NP,NP,0.460030416,0.031051908,NP,NP,0.057784526,5.131051867,0,0,0,0,0,0,0,0,0,0,0,0
Q0D5G1_ORYSJ,NP,NP,0.424983515,0.08175878,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0D602_ORYSJ,NP,NP,0.424627218,0.012219829,NP,NP,0.013974148,0.469352918,0,0,0,0,0,0,0,0,0,1,1,0
Q0D6E5_ORYSJ,NP,NP,0.285922722,-0.230348825,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0D6N3_ORYSJ,NP,NP,0.088059179,0.601004555,NP,NP,0.011495326,-0.347357897,0,0,0,0,0,0,0,0,0,1,0,1
Q0D934_ORYSJ,NP,NP,0.473691707,-0.011476093,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0D948_ORYSJ,NP,NP,0.079884154,-0.427530911,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0DCW2_ORYSJ,NP,NP,0.021440482,-1.256683823,NP,NP,0.325572687,0.086462777,0,0,0,1,0,1,0,0,0,0,0,0
Q0DHI3_ORYSJ,NP,NP,0.018804931,-0.410459965,NP,NP,0.032164394,0.374567355,0,0,0,1,0,1,0,0,0,1,1,0
Q0DJC3_ORYSJ,NP,NP,0.155997682,0.101144936,0.120602622,0.03273584,0.040221711,-0.354451507,0,0,0,0,0,0,0,0,0,1,0,1
Q0DKM2_ORYSJ,NP,NP,0.448778389,0.009266695,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0DL71_ORYSJ,NP,NP,0.00051478,3.367229592,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q0DLF7_ORYSJ,NP,NP,0.157252989,0.239863859,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0DR18_ORYSJ,NP,NP,0.203554987,-0.559631739,1.98E-05,1.094665612,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q0DRT9_ORYSJ,NP,NP,0.129928831,-0.207439234,NP,NP,0.006486799,1.13060582,0,0,0,0,0,0,0,0,0,1,1,0
Q0DU12_ORYSJ,NP,NP,0.056628948,-0.317580591,NP,NP,0.04457587,0.100136636,0,0,0,0,0,0,0,0,0,1,1,0
Q0DYF8_ORYSJ,NP,NP,0.079884154,-0.427530911,NP,NP,0.037810404,0.522260646,0,0,0,0,0,0,0,0,0,1,1,0
Q0DZH4_ORYSJ,NP,NP,0.339162436,0.044113435,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0E2W4_ORYSJ,NP,NP,0.000496526,-0.665283459,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q0E2Z5_ORYSJ,NP,NP,0.0024864,0.392915259,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q0E3U9_ORYSJ,NP,NP,0.075976635,0.231568331,NP,NP,0.011366607,1.428536168,0,0,0,0,0,0,0,0,0,1,1,0
Q0IWT8_ORYSJ,NP,NP,0.223216471,0.079790148,NP,NP,0.009190426,-0.306942069,0,0,0,0,0,0,0,0,0,1,0,1
Q0IXV2_ORYSJ,NP,NP,0.498413358,-0.000805785,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0J0L4_ORYSJ,NP,NP,0.000442664,-2.725750576,NP,NP,0.018190575,0.57891947,0,0,0,1,0,1,0,0,0,1,1,0
Q0J9D7_ORYSJ,NP,NP,0.041655163,-0.382044576,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q0JA85_ORYSJ,NP,NP,0.003442264,-3.09966431,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q0JAJ0_ORYSJ,NP,NP,0.110374229,0.231287643,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JAJ3_ORYSJ,NP,NP,0.268706273,0.104987476,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JBJ4_ORYSJ,NP,NP,0.00155744,-2.740168138,NP,NP,0.001468409,2.443931004,0,0,0,1,0,1,0,0,0,1,1,0
Q0JBL5_ORYSJ,NP,NP,0.474461469,-0.040617079,NP,NP,0.205834967,0.138116397,0,0,0,0,0,0,0,0,0,0,0,0
Q0JD33_ORYSJ,NP,NP,0.359364139,0.04962737,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JDA3_ORYSJ,NP,NP,0.146357655,0.115596424,NP,NP,0.01657019,0.679453305,0,0,0,0,0,0,0,0,0,1,1,0
Q0JDP0_ORYSJ,NP,NP,0.127801479,-0.344576864,NP,NP,0.233965421,0.203433348,0,0,0,0,0,0,0,0,0,0,0,0
Q0JE52_ORYSJ,NP,NP,0.239104055,0.134031455,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JEW2_ORYSJ,NP,NP,0.000864486,-1.325089088,NP,NP,0.262125982,0.103100316,0,0,0,1,0,1,0,0,0,0,0,0
Q0JF45_ORYSJ,NP,NP,0.217573794,-0.150696852,NP,NP,0.254127483,-0.106233256,0,0,0,0,0,0,0,0,0,0,0,0
Q0JFL8_ORYSJ,NP,NP,0.448778389,0.009266695,NP,NP,0.424660538,0.049512259,0,0,0,0,0,0,0,0,0,0,0,0
Q0JFV9_ORYSJ,NP,NP,0.080193514,2.581008727,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JH46_ORYSJ,NP,NP,0.00160413,-2.225950669,NP,NP,0.012858231,0.84506788,0,0,0,1,0,1,0,0,0,1,1,0
Q0JL95_ORYSJ,NP,NP,0.283042738,0.57659368,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JLZ9_ORYSJ,NP,NP,0.016218757,-0.384399895,NP,NP,0.248871498,0.015160951,0,0,0,1,0,1,0,0,0,0,0,0
Q0JMX7_ORYSJ,NP,NP,0.299899945,0.057003532,NP,NP,0.242029914,0.072696254,0,0,0,0,0,0,0,0,0,0,0,0
Q0JPE2_ORYSJ,NP,NP,0.119660404,0.497425951,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q0JQ79_ORYSJ,NP,NP,0.000493439,-6.009694732,NP,NP,0.000743558,3.384274861,0,0,0,1,0,1,0,0,0,1,1,0
Q0JRF3_ORYSJ,NP,NP,0.020610457,-0.714130719,NP,NP,0.026577068,0.622207853,0,0,0,1,0,1,0,0,0,1,1,0
Q109S4_ORYSJ,NP,NP,0.000308727,1.267273316,0.000583131,0.339714257,NP,NP,0,0,0,1,1,0,1,1,0,0,0,0
Q10E10_ORYSJ,NP,NP,0.090032885,-0.667834319,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q10IZ0_ORYSJ,NP,NP,0.00043712,-0.629718743,NP,NP,0.000548935,0.466410346,0,0,0,1,0,1,0,0,0,1,1,0
Q10JZ3_ORYSJ,NP,NP,0.090954343,0.140406238,NP,NP,0.013405338,-0.365178724,0,0,0,0,0,0,0,0,0,1,0,1
Q10L20_ORYSJ,NP,NP,0.08829843,-0.608267811,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q10M36_ORYSJ,NP,NP,0.13670213,-0.268180124,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q10P70_ORYSJ,NP,NP,0.314856109,0.083566567,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q10PS7_ORYSJ,NP,NP,0.148051093,-0.73801702,NP,NP,0.008702396,#NUM!,0,0,0,0,0,0,0,0,0,1,0,0
Q10Q30_ORYSJ,NP,NP,0.000695295,1.756303394,2.36E-05,1.113411496,0.209630261,-0.298882058,0,0,0,1,1,0,1,1,0,0,0,0
Q10Q54_ORYSJ,NP,NP,0.007010392,-0.286954889,NP,NP,0.264918442,0.276792396,0,0,0,1,0,1,0,0,0,0,0,0
Q10QF7_ORYSJ,NP,NP,0.238207531,-0.203163972,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q10QY3_ORYSJ,NP,NP,0.20445487,0.061579001,NP,NP,0.015561263,-0.450110582,0,0,0,0,0,0,0,0,0,1,0,1
Q10RG1_ORYSJ,NP,NP,0.450394507,-0.015575361,0.120092733,0.129558944,0.484616944,-0.003969766,0,0,0,0,0,0,0,0,0,0,0,0
Q10SR3_ORYSJ,NP,NP,0.318878607,-0.043381921,NP,NP,0.024738746,-0.150960377,0,0,0,0,0,0,0,0,0,1,0,1
Q10SU1_ORYSJ,NP,NP,0.081136481,-0.410900767,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q10SU9_ORYSJ,NP,NP,9.71E-05,-1.419407317,3.04E-05,-3.746626441,NP,NP,0,0,0,1,0,1,1,0,1,0,0,0
Q2QM21_ORYSJ,NP,NP,0.11760986,-0.131623054,NP,NP,0.040525909,0.506381095,0,0,0,0,0,0,0,0,0,1,1,0
Q2QM65_ORYSJ,NP,NP,0.364535954,-0.061676636,NP,NP,0.491040035,-0.003720787,0,0,0,0,0,0,0,0,0,0,0,0
Q2QM90_ORYSJ,NP,NP,0.465584269,0.015264108,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2QM91_ORYSJ,NP,NP,4.40E-05,-0.893262408,NP,NP,0.205552149,-0.397008247,0,0,0,1,0,1,0,0,0,0,0,0
Q2QMA0_ORYSJ,NP,NP,0.003218701,-4.607350668,NP,NP,0.003042991,4.677482993,0,0,0,1,0,1,0,0,0,1,1,0
Q2QMD9_ORYSJ,NP,NP,0.170449257,0.196235992,NP,NP,0.041490383,-0.366088013,0,0,0,0,0,0,0,0,0,1,0,1
Q2QN57_ORYSJ,NP,NP,0.000198855,-0.940010465,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q2QNC7_ORYSJ,NP,NP,0.45949868,0.021991687,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2QUP8_ORYSJ,NP,NP,0.000177468,-0.3960426,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q2QVL7_ORYSJ,NP,NP,0.0375785,-0.526563618,NP,NP,0.037713906,-0.372984283,0,0,0,1,0,1,0,0,0,1,0,1
Q2QW32_ORYSJ,NP,NP,0.053483965,-0.337677191,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2QWU6_ORYSJ,NP,NP,0.424983515,0.08175878,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2QX16_ORYSJ,NP,NP,0.262895171,-0.080968747,NP,NP,0.491508085,-0.003015455,0,0,0,0,0,0,0,0,0,0,0,0
Q2QYY3_ORYSJ,NP,NP,0.097274478,-0.553780827,0.480408993,0.006335857,0.136466413,1.261269849,0,0,0,0,0,0,0,0,0,0,0,0
Q2QZS0_ORYSJ,NP,NP,0.192355606,-0.181717919,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q2R0M4_ORYSJ,NP,NP,0.031992028,-0.335497411,0.009607478,-0.114473544,0.081063106,-0.500567717,0,0,0,1,0,1,1,0,1,0,0,0
Q2R105_ORYSJ,NP,NP,0.001662723,1.0759833,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q2R1Q3_ORYSJ,NP,NP,0.038697027,-0.330644427,0.448153363,-0.00282516,0.034285358,0.326928137,0,0,0,1,0,1,0,0,0,1,1,0
Q2R1S1_ORYSJ,NP,NP,3.38E-06,4.562291259,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q2R2D4_ORYSJ,NP,NP,0.001901245,0.664539947,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q2R3B8_ORYSJ,NP,NP,0.008109362,0.489038632,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q2R3V6_ORYSJ,NP,NP,0.014954027,1.713119958,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q2RAN1_ORYSJ,NP,NP,0.13122935,0.158971908,0.083825974,-0.904719795,0.007546768,-2.883078566,0,0,0,0,0,0,0,0,0,1,0,1
Q336X5_ORYSJ,NP,NP,0.132882132,0.381630549,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q337M0_ORYSJ,NP,NP,0.008504682,0.239031222,NP,NP,0.282179018,-0.03088414,0,0,0,1,1,0,0,0,0,0,0,0
Q337T3_ORYSJ,NP,NP,0.007976991,-3.445832169,NP,NP,0.035746895,-0.356500788,0,0,0,1,0,1,0,0,0,1,0,1
Q53KR8_ORYSJ,NP,NP,0.323959918,0.029959476,NP,NP,0.0416546,-0.279768448,0,0,0,0,0,0,0,0,0,1,0,1
Q53MC9_ORYSJ,NP,NP,0.447569628,-0.107034268,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q53MQ7_ORYSJ,NP,NP,0.071221095,-0.536358373,NP,NP,0.388266567,0.059068452,0,0,0,0,0,0,0,0,0,0,0,0
Q53P27_ORYSJ,NP,NP,0.236163706,-0.145853539,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q53Q77_ORYSJ,NP,NP,0.248451721,-0.184326618,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q53WM9_ORYSJ,NP,NP,0.146244838,-0.308151746,NP,NP,0.182796165,-3.051317446,0,0,0,0,0,0,0,0,0,0,0,0
Q5N755_ORYSJ,NP,NP,0.01747342,-0.236253201,NP,NP,0.004372186,0.239604201,0,0,0,1,0,1,0,0,0,1,1,0
Q5N9P9_ORYSJ,NP,NP,0.041951557,-0.169889792,NP,NP,0.271569309,0.056748564,0,0,0,1,0,1,0,0,0,0,0,0
Q5N9Y5_ORYSJ,NP,NP,0.105655309,-0.637403176,NP,NP,0.177325613,0.294524426,0,0,0,0,0,0,0,0,0,0,0,0
Q5QLJ2_ORYSJ,NP,NP,0.078397773,0.188527129,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5QLP6_ORYSJ,NP,NP,0.427637892,-0.151695633,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5QNE0_ORYSJ,NP,NP,0.027303778,-0.376981302,NP,NP,0.179318683,-0.166271951,0,0,0,1,0,1,0,0,0,0,0,0
Q5SND7_ORYSJ,NP,NP,0.001672956,1.24025198,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q5SNF8_ORYSJ,NP,NP,0.079965968,0.116757176,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5TKF2_ORYSJ,NP,NP,0.078819557,-0.301955952,0.44235726,-0.013440874,0.366706101,0.137929497,0,0,0,0,0,0,0,0,0,0,0,0
Q5TKJ2_ORYSJ,NP,NP,0.008504682,0.239031222,NP,NP,0.269682947,-0.137818976,0,0,0,1,1,0,0,0,0,0,0,0
Q5VPG7_ORYSJ,NP,NP,0.148393911,0.202177521,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5VQB1_ORYSJ,NP,NP,0.003987889,2.442680845,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q5VR43_ORYSJ,NP,NP,0.001662944,2.876109165,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q5VS27_ORYSJ,NP,NP,0.30232704,0.474137758,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5VS57_ORYSJ,NP,NP,0.000879644,3.143440095,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q5WMS9_ORYSJ,NP,NP,0.000734934,1.264899662,NP,NP,0.228084102,-0.086292258,0,0,0,1,1,0,0,0,0,0,0,0
Q5Z4E0_ORYSJ,NP,NP,0.002515275,-0.379965282,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q5Z4G6_ORYSJ,NP,NP,0.135919512,0.825234138,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5Z6J3_ORYSJ,NP,NP,0.325748933,-0.096527,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5Z6P9_ORYSJ,NP,NP,0.016046084,#NUM!,NP,NP,NP,NP,0,0,0,1,0,0,0,0,0,0,0,0
Q5Z787_ORYSJ,NP,NP,0.172858468,0.262073489,NP,NP,0.215896996,0.140641755,0,0,0,0,0,0,0,0,0,0,0,0
Q5Z7H5_ORYSJ,NP,NP,0.445012577,-0.018002213,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5ZAV7_ORYSJ,NP,NP,0.492663636,0.004577788,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q5ZCB1_ORYSJ,NP,NP,0.345492514,-0.057050056,NP,NP,0.282117561,-0.236649468,0,0,0,0,0,0,0,0,0,0,0,0
Q5ZCG4_ORYSJ,NP,NP,0.000372623,1.83955476,NP,NP,NP,NP,0,0,0,1,1,0,0,0,0,0,0,0
Q5ZCQ7_ORYSJ,NP,NP,0.022752396,-1.30513859,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q60D69_ORYSJ,NP,NP,0.473691707,-0.011476093,0.002673024,0.68259731,NP,NP,0,0,0,0,0,0,1,1,0,0,0,0
Q655J4_ORYSJ,NP,NP,0.097274478,-0.553780827,NP,NP,0.149599152,-0.14868263,0,0,0,0,0,0,0,0,0,0,0,0
Q67IT7_ORYSJ,NP,NP,0.179952973,0.180727161,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q67UT3_ORYSJ,NP,NP,0.000498946,-1.72621517,NP,NP,NP,NP,0,0,0,1,0,1,0,0,0,0,0,0
Q67VX5_ORYSJ,NP,NP,0.001397989,0.768583571,NP,NP,0.196902087,-0.277614944,0,0,0,1,1,0,0,0,0,0,0,0
Q69JZ1_ORYSJ,NP,NP,0.458274453,0.032338299,NP,NP,0.164743093,-0.133792761,0,0,0,0,0,0,0,0,0,0,0,0
Q69QS2_ORYSJ,NP,NP,0.268443812,-1.076441704,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q69S66_ORYSJ,NP,NP,0.350601416,0.107611012,NP,NP,0.382899081,0.020549572,0,0,0,0,0,0,0,0,0,0,0,0
Q69TF5_ORYSJ,NP,NP,0.332789574,0.083502535,NP,NP,0.052960801,-0.417242222,0,0,0,0,0,0,0,0,0,0,0,0
Q69TJ9_ORYSJ,NP,NP,0.180287163,-0.364320016,NP,NP,0.154150491,0.388495909,0,0,0,0,0,0,0,0,0,0,0,0
Q69X19_ORYSJ,NP,NP,0.009024718,1.074361252,0.000481869,0.85241382,0.012107569,-0.464066582,0,0,0,1,1,0,1,1,0,1,0,1
Q69X81_ORYSJ,NP,NP,0.116214702,1.064862073,NP,NP,NP,NP,0,0,0,0,0,0,0,0,0,0,0,0
Q69Y12_ORYSJ,NP,NP,0.008977091,-2.894727021,NP,NP,0.019434939,1.568399327,0,0,0,1,0,1,0,0,0,1,1,0
